STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,so_eur,Standard output in Euros,crops,Crops,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LT,Lithuania,2023,,340,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LU,Luxembourg,2005,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LU,Luxembourg,2007,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LV,Latvia,2005,,590,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LV,Latvia,2007,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LV,Latvia,2010,,3950,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LV,Latvia,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LV,Latvia,2016,,2310,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LV,Latvia,2020,,550,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,LV,Latvia,2023,,200,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,ME,Montenegro,2010,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MK,North Macedonia,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MT,Malta,2005,,310,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MT,Malta,2007,,230,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MT,Malta,2010,,400,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MT,Malta,2013,,100,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MT,Malta,2016,,40,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MT,Malta,2020,,280,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,MT,Malta,2023,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NL,Netherlands,2005,,180,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NL,Netherlands,2007,,170,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NL,Netherlands,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NL,Netherlands,2013,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NL,Netherlands,2016,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NL,Netherlands,2020,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NL,Netherlands,2023,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NO,Norway,2005,,100,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NO,Norway,2007,,70,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NO,Norway,2010,,210,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NO,Norway,2013,,180,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,NO,Norway,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PL,Poland,2005,,44030,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PL,Poland,2007,,55930,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PL,Poland,2010,,68650,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PL,Poland,2013,,41300,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PL,Poland,2016,,32530,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PL,Poland,2020,,34390,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PL,Poland,2023,,10580,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PT,Portugal,2005,,10680,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PT,Portugal,2007,,6840,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PT,Portugal,2010,,21420,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PT,Portugal,2013,,30930,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PT,Portugal,2016,,18270,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PT,Portugal,2020,,20640,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,PT,Portugal,2023,,7490,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RO,Romania,2005,,131790,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RO,Romania,2007,,117960,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RO,Romania,2010,,212720,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RO,Romania,2013,,180670,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RO,Romania,2016,,102960,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RO,Romania,2020,,36820,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RO,Romania,2023,,15850,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,RS,Serbia,2010,,1970,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SE,Sweden,2005,,19190,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SE,Sweden,2007,,30190,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SE,Sweden,2010,,27690,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SE,Sweden,2013,,25900,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SE,Sweden,2016,,22320,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SE,Sweden,2020,,15580,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SE,Sweden,2023,,14290,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2005,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2007,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2013,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2016,,0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2023,,5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2005,,100,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2007,,830,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2010,,1570,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2013,,760,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2016,,450,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2020,,750,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2023,,350,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2005,,7390,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2007,,7170,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2010,,2310,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2013,,1940,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2016,,2300,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,AT,Austria,2005,,71.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,AT,Austria,2007,,77.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,AT,Austria,2010,,36.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,AT,Austria,2013,,88.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,AT,Austria,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,AT,Austria,2020,,99.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,AT,Austria,2023,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BE,Belgium,2005,,98.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BE,Belgium,2007,,99.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BE,Belgium,2010,,40.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BE,Belgium,2013,,13.3,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BE,Belgium,2016,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BE,Belgium,2020,,29.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BE,Belgium,2023,,43.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2005,,99.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2007,,82.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2010,,46.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2013,,12.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2016,,18.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2020,,99.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2023,,99.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CH,Switzerland,2005,,38.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CH,Switzerland,2007,,38.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CH,Switzerland,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2005,,99.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2007,,99.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2010,,99.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2016,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2020,,99.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2023,,99.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2005,,94.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2007,,95.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2010,,13.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2013,,82.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2020,,99.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2023,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DE,Germany,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DE,Germany,2007,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DE,Germany,2010,,77.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DE,Germany,2013,,85.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DE,Germany,2016,,62.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DE,Germany,2020,,99.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DE,Germany,2023,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DK,Denmark,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DK,Denmark,2007,,100.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DK,Denmark,2010,,49.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DK,Denmark,2013,,35.6,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DK,Denmark,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DK,Denmark,2020,,99.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,DK,Denmark,2023,,99.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EE,Estonia,2005,,97.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EE,Estonia,2007,,99.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EE,Estonia,2010,,9.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EE,Estonia,2013,,5.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EE,Estonia,2016,,3.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EE,Estonia,2020,,99.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EE,Estonia,2023,,99.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EL,Greece,2005,,87.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,ARA,Arable land,PC,Percentage,EL,Greece,2007,,99.8,,,,,
