STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LU,Luxembourg,2010,,1060,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LU,Luxembourg,2013,,880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LU,Luxembourg,2016,,820,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LU,Luxembourg,2020,,850,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LU,Luxembourg,2023,,830,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LV,Latvia,2010,,40750,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LV,Latvia,2013,,37840,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LV,Latvia,2016,,34100,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LV,Latvia,2020,,28980,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),LV,Latvia,2023,,24090,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),ME,Montenegro,2010,,19850,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),MK,North Macedonia,2013,,91030,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),MT,Malta,2010,,490,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),MT,Malta,2013,,600,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),MT,Malta,2016,,620,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),MT,Malta,2020,,480,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),MT,Malta,2023,,700,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NL,Netherlands,2010,,39530,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NL,Netherlands,2013,,33300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NL,Netherlands,2016,,32570,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NL,Netherlands,2020,,32460,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NL,Netherlands,2023,,35820,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NO,Norway,2010,,9330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NO,Norway,2013,,9810,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NO,Norway,2016,,8680,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NO,Norway,2020,,6420,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2010,,780880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2013,,842440,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2016,,626430,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2020,,517600,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2023,,478410,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2010,,136430,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2013,,123970,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2016,,112170,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2020,,106120,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2023,,99570,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2010,,479870,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2013,,633920,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2016,,656490,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2020,,462130,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2023,,438380,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RS,Serbia,2010,,223940,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2010,,14080,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2013,,15700,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2016,,15490,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2020,,14770,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2023,,14700,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2010,,28920,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2013,,33060,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2016,,31160,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2020,,30560,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2023,,26390,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2010,,14660,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2013,,13130,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2016,,11750,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2020,,10430,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2023,,8910,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),UK,United Kingdom,2010,,55990,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),UK,United Kingdom,2013,,57880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),UK,United Kingdom,2016,,55530,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2010,,152060,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2013,,138320,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2016,,127340,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2020,,114910,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2023,,117810,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2010,,28040,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2013,,24950,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2016,,21850,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2020,,20120,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2023,,19300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2010,,322170,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2013,,236600,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2016,,175340,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,FLF_D_R,"Farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2020,,108400,,,,,
