STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,training,Training,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,LV,Latvia,2020,,14370,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,LV,Latvia,2023,,11020,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,ME,Montenegro,2010,,1850,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,MK,North Macedonia,2013,,2100,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,MT,Malta,2005,,30,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,MT,Malta,2010,,1060,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,MT,Malta,2013,,1130,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,MT,Malta,2016,,2740,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,MT,Malta,2020,,1460,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,MT,Malta,2023,,1820,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NL,Netherlands,2005,,54490,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NL,Netherlands,2010,,46690,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NL,Netherlands,2013,,43290,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NL,Netherlands,2016,,38370,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NL,Netherlands,2020,,10180,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NL,Netherlands,2023,,8590,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NO,Norway,2005,,4770,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NO,Norway,2010,,12650,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NO,Norway,2013,,7810,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NO,Norway,2016,,13830,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,NO,Norway,2020,,37410,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PL,Poland,2005,,548850,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PL,Poland,2010,,320990,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PL,Poland,2013,,288830,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PL,Poland,2016,,244120,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PL,Poland,2020,,184290,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PL,Poland,2023,,172810,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PT,Portugal,2005,,33930,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PT,Portugal,2010,,31810,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PT,Portugal,2013,,39160,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PT,Portugal,2016,,119030,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PT,Portugal,2020,,133480,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,PT,Portugal,2023,,133370,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,RO,Romania,2005,,269040,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,RO,Romania,2010,,81490,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,RO,Romania,2013,,113750,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,RO,Romania,2016,,96550,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,RO,Romania,2020,,137390,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,RO,Romania,2023,,128950,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,RS,Serbia,2010,,20390,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SE,Sweden,2005,,11860,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SE,Sweden,2010,,10740,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SE,Sweden,2013,,7740,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SE,Sweden,2016,,6620,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SE,Sweden,2020,,7110,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SE,Sweden,2023,,6460,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SI,Slovenia,2005,,16370,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SI,Slovenia,2010,,19940,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SI,Slovenia,2013,,27640,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SI,Slovenia,2016,,24750,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SI,Slovenia,2020,,16550,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SI,Slovenia,2023,,17290,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SK,Slovakia,2005,,7700,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SK,Slovakia,2010,,3670,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SK,Slovakia,2013,,3550,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SK,Slovakia,2016,,3530,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SK,Slovakia,2020,,2560,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,SK,Slovakia,2023,,2470,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,UK,United Kingdom,2005,,31640,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,UK,United Kingdom,2010,,21090,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,UK,United Kingdom,2013,,29940,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,HLD,Holding,UK,United Kingdom,2016,,26210,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,AT,Austria,2005,,19.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,AT,Austria,2010,,22.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,AT,Austria,2013,,22.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,AT,Austria,2016,,22.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,AT,Austria,2020,,30.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,AT,Austria,2023,,31.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BE,Belgium,2005,,23.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BE,Belgium,2010,,21.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BE,Belgium,2013,,19.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BE,Belgium,2016,,26.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BE,Belgium,2020,,29.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BE,Belgium,2023,,24.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BG,Bulgaria,2005,,4.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BG,Bulgaria,2010,,2.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BG,Bulgaria,2013,,1.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BG,Bulgaria,2016,,2.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BG,Bulgaria,2020,,7.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,BG,Bulgaria,2023,,12.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CH,Switzerland,2010,,51.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CH,Switzerland,2016,,50.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CH,Switzerland,2020,,50.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CY,Cyprus,2005,,5.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CY,Cyprus,2010,,5.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CY,Cyprus,2013,,7.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CY,Cyprus,2016,,26.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CY,Cyprus,2020,,30.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CY,Cyprus,2023,,35.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CZ,Czechia,2005,,19.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CZ,Czechia,2010,,19.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CZ,Czechia,2013,,18.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CZ,Czechia,2016,,18.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CZ,Czechia,2020,,17.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,CZ,Czechia,2023,,15.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DE,Germany,2005,,22.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DE,Germany,2010,,55.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DE,Germany,2013,,53.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DE,Germany,2016,,48.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DE,Germany,2020,,48.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DE,Germany,2023,,42.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DK,Denmark,2005,,39.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DK,Denmark,2010,,44.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DK,Denmark,2013,,44.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DK,Denmark,2016,,46.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DK,Denmark,2020,,43.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,DK,Denmark,2023,,42.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EE,Estonia,2005,,10.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EE,Estonia,2010,,14.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EE,Estonia,2013,,13.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EE,Estonia,2016,,11.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EE,Estonia,2020,,16.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EE,Estonia,2023,,15.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EL,Greece,2005,,5.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EL,Greece,2010,,3.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EL,Greece,2013,,5.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EL,Greece,2016,,6.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EL,Greece,2020,,5.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EL,Greece,2023,,5.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,ES,Spain,2005,,9.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,ES,Spain,2010,,13.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,ES,Spain,2013,,16.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,ES,Spain,2016,,19.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,ES,Spain,2020,,20.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,ES,Spain,2023,,20.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,14.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,22.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,BASIC,Basic training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,20.5,,,,,
